PersonId,ProjectId,Language,Task Description
714,5379,German,Deployment der entwickelten Serverkomponente im Netzwerk der Unternehmung
714,5379,German,Verbreitung der Clientkomponente
714,5379,German,Support der Software
714,5380,German,Evaluation der gewünschten Anforderungen
714,5380,German,Design der geplanten Umsetzung
714,5380,German,Implementierung der Online Tests in Flash ActionScript
714,5380,German,Erstellung eines Web-Framework für einfachen Datenbezug und Auswertungen
714,5380,German,Einführung der Lösung und Schulung von Pilotbenutzern
714,5381,German,Erhebung der gewünschten Anforderungen an die neue Lösung durch Interviews mit der Geschäftsleitung
714,5381,German,Architektur der geplanten Umsetzung
714,5381,German,"Design der Benutzeroberflächen, mittels Prototypen"
714,5381,German,Implementierung der Software in Java
714,5381,German,Einführung der entwickelten Lösung im Netzwerk der Unternehmung
714,5381,German,Projektverantwortung über die komplette Laufzeit (Umsetzung funktionaler Anforderungen unter Berücksichtigung der zeitlichen und finanziellen Vorgaben)
714,5381,German,Support und teilweise Weiterentwicklung der Software
739,5382,German,Analyse der Requirements
739,5382,German,Design und Umsetzung des Musik-Webshops
739,5382,German,Integration des Test-Payment-Portals von PostFinance
390,4720,German,Verbesserung des Designs und der Usability der Web Applikationen
390,4720,German,Erweiterung des GWT Web UIs
390,4720,German,Implementation von Web Service Schnittstellen
390,4720,German,Design und Implementation von Business Prozess Modellen mit Camunda
390,4720,German,Erstellen von Offerten für neu Funktionen
390,4720,German,Übergabe und Abnahme der Umsetzung mit dem Kunden
390,4720,German,Klären der Anforderungen und Prioritäten mit den Stakeholdern
390,4720,German,Budget Kontrolle: Überwachen von Aufwand und Arbeitsfortschritt
390,4720,German,Koordination der Arbeiten im Entwicklungsteam
390,4720,German,Strukturieren der Anforderungen in Arbeitspakete
390,4720,German,Erstellen von Mockups
390,4954,German,Sicherstellen und Kontrollieren der Vollständigkeit der Anforderungen
390,4954,German,Koordination zwischen Business Vertretern und den Software Engineering Teams
390,4954,German,Einführen von JIRA zur Verwaltung des Backlogs mit Epics und User Stories
390,5226,German,"Koordination und Kommunikation mit den verschiedenen Parteien, welche an der Hardware Migration mitarbeiten"
390,5226,German,Erstellen einer Planung mit Meilensteinen
390,4722,German,Erstellen einer Befundliste
390,4722,German,Identifizieren von fehlenden Informationen
390,4722,German,Prüfen des Dokuments auf Form und Verständlichkeit
197,4556,English,"Managing the virtualized test environment, Hyper-V and VMWare"
197,4556,English,"Scrum Master, Proxy for Product Owner"
197,4556,English,Build Master
197,4556,English,Establish automated Installation Qualification-Operational Qualification
197,4556,English,Establish automated Continous Testing Process
659,5384,German,Organisieren und Leiten von Meetings
659,5384,German,Erstellen des Testkonzepts
659,5384,German,Definieren des Testablaufs
659,5384,German,Erstellen von Statusberichten inkl. Forecasts
659,5384,German,Unterstützen der Tester beim Erstellen der Test Cases
659,5384,German,Vorbereiten der Abnahmetests und Erstellung der Abnahmeempfehlung
659,5385,German,Auffinden von fehlerhaften Verlinkungen
659,5385,German,Korrektur von fehlerhaften Verlinkungen
659,5385,English,Correction of broken links
659,5385,English,Find broken links
659,5384,English,Prepare the acceptance tests and set up the recommendation
659,5384,English,Supporting tester while seting up the test cases
659,5384,English,Create status reports including forecasts
659,5384,English,Define test procedure
659,5384,English,Create test concept
659,5384,English,Organizing meetings
574,4348,English,Get new knowledge and improve existing skills. Various study methods and training techniques were used in the process.
574,5386,English,Design and development of components and architecture
574,5386,English,Technical documentation
638,4933,English,Requirements analysis
638,4933,English,Software engineering
638,4933,English,Project Management
638,4946,English,Requirements analysis
594,4953,German,Controlling Support- & Maintenance Kosten
594,4953,German,Einführung Projektunterstützung
594,4677,German,Erhebung der Anforderungen und Übertragung in Spezifkationen
594,5387,German,Konzeption und Aufbau des Defect Management Prozesses
594,5387,German,Gestaltung und Etablierung von Prozessen zur Sicherstellung von lückenlosem Defect Tracking
594,5387,German,Implementation von Programmübergreifenden Defect Meetings
65,5388,German,Design von Szenarien
65,5388,German,"Organisation, Planung, Leitung und Protokoll von Workshops mit Partnerorganisationen"
65,5388,German,Planung von E2E-Tests mit Partnerorganisationen
65,5388,German,Koordination von Teilprojekten
102,5389,German,Aufnahme und Analyse der Anforderungen mit dem Kunden
102,5389,German,"Projektleitung, Koordination und Planung"
102,5389,German,Software-Architektur erstellen
102,5389,German,Portierung der bestehenden Applikation in Java
102,5389,German,Analyse bestehender Systeme
708,5390,German,Erstellung des Bedienkonzepts
708,5390,German,Entwurf der Architektur
708,5390,German,Front-End Entwicklung
708,5390,German,Dokumentation
708,5390,German,Test
706,5087,English,"Analysis of the sales process, customer structure and product range"
706,5087,English,Creation of a mock-up iPad sales point
706,5087,English,Creation of interface overview
706,5088,English,Analyze input variables and sources of the existing reports
706,5088,English,Coordinate implementation of the solution
706,5088,English,Test design and test execution
706,5088,English,Monitor progress and report
706,5089,English,Functional process management
706,5089,English,Planning and implementation
706,5089,English,Test preparation and monitoring of the implementation
706,5089,English,Training of affected staff
706,5089,English,Monitor progress and report
706,5090,English,Create test plan and test strategy
706,5090,English,Plan tests for affected applications
706,5090,English,Support for test execution
706,5090,English,Monitor progress and report
706,5091,English,Elicitation of all bodies in the change-the-Bank environment
706,5091,English,Identify committee stakeholders
706,5091,English,Define MUST and CAN attributes for committee list
706,5091,English,Process documentation including operating organization
706,5091,English,Build and maintain SharePoint page
706,5091,English,Inform and train affected stakeholders
706,5092,English,Setting up and coordinating the meetings
706,5092,English,Stakeholder Management
706,5092,English,Keep meeting minutes
706,5092,English,Ensure completion of post-meeting tasks
706,5093,English,Collection of requirements of senior management
706,5093,English,Graphical representation of the process flow including firewalls
706,5093,English,Process documentation
706,5093,English,Process presentation
706,5093,English,Training project manager
706,5094,English,Planning and implementation of activities to maintain the operations in the event of a pandemic
706,5094,English,Agreement of emergency measures
706,5094,English,Planning and implementation of IT application tests at the fallback location
706,5094,English,Responding to requests for proposal (RfP) by customers
706,5094,English,Create reports
706,5095,English,Analysis of bank-wide messaging capabilities
706,5095,English,Analysis of messaging specifications
706,5095,English,Coordination and creation of the documents
706,5095,English,Deployment and maintenance of documents in intranet and extranet
706,5095,English,Prepare communications to customers
706,5096,English,Analysis of the global setup
706,5096,English,Standardization and creation of new access rights
706,5096,English,Negotiating with third-party
706,5096,English,Conversion and training of existing users on the new access system
706,5096,English,Documentation and maintenance
706,5097,English,Create the training material
706,5097,English,Planning and implementation of the test run
706,5097,English,Training of stakeholders regarding new escalation process and new escalation tool
706,5098,English,Requirements management throughout the project
706,5098,English,Coordination with software developers
706,5098,English,Test execution
706,5098,English,Roll-out of new tool
706,5098,English,Decommissioning of the old tool
706,5099,English,Elicitation of the current escalation processes
706,5099,English,Visualization of processes
706,5099,English,Definition of the target processes
706,5099,English,SLA negotiation with service provider
706,5363,English,Check hyperlinks in Web pages and documents on correctness
706,5363,English,Identify correct hyperlinks or documents and rectify broken hyperlinks
314,5391,German,"Unterstützung der Projektleitung bei der Koordination, Abnahme und Integration des neuen Systems."
314,5391,German,"Verantwortung Testing, Koordination und Entwicklung von Funktions-, Integrations- und Abnahmetests (inkl. Erstellung von Test-Cases)."
314,5391,German,Koordination und Entwicklung von Usability-Tests.
314,4137,German,"Evaluierung, Bewertung, Umsetzung und Integration einer remote Testumgebung zur Optimierung der Testabläufe"
314,3120,German,Entwicklung und Integration der evaluierten Applikationssoftware zur automatisierten Abarbeitung routinierter Business-Abläufe
314,2788,German,Evaluierung von Anforderungen an die Sicherungssoftware.
314,2788,German,"Analyse des modernen Smartphone Lifestyle, Nutzerverhalten, Technologie und die durch die Nutzung von Smartphones entstehenden Risiken für Privatanwender und Anwender im Daily Business."
629,5392,English,"Create, validate and execute test cases"
629,5392,English,Report project progress/issues
511,5393,English,E-14508.01
690,5371,German,Ressourcenplanung mit Fachtestern vornehmen
505,5394,English,Fixed Bugs in android application and copy the functions in IOS application.
200,4827,German,Integrations- und Testmanagement
200,4827,German,Definieren von Akzepanz- und Abnahmetests (FAT und UAT)
200,2459,German,Inbetriebnahme einzelner Anlagekomponenten und ganzer Komponentengruppen
200,2021,German,Definieren und durchführen von Akzeptanz- und Abnahmetests (FAT und UAT)
200,2459,German,Definieren und durchführen von Akzeptanztests (FAT)
200,2021,German,Datenaufbereitung und Transformation für die Migration
200,4827,English,Definition of Acceptance and Approval tests
200,4827,English,Integration- and Testmanagement
200,2459,English,Definition of Acceptance and Approval tests
721,5397,English,"Translation and revision of technical manuals and UI strings for cobas infinity, VENTANA Connect and TAOnet projects."
721,5398,English,"Create and maintain a guide containing the most important laboratory flows in cobas infinity, aimed at being easy to use and visually attractive."
721,5396,English,"Translation, revision, research and maintenance of terminology employed in the user interface of the  application."
698,5407,English,Project Status Reporting
698,5407,English,Test Planning
698,5407,English,Test Execution
698,5407,English,Bug reporting and verification and retesting
698,5407,English,Retrospective and Sprint Planning
393,5083,English,Manages the effort and cost estimations of work packages
393,5082,English,Communicates scope of the project
393,5082,English,Identifies and captures the business needs
393,5084,English,Manages the effort estimations for implementation of work packages
586,5408,English,Software Development
586,5408,English,3rd Level Support
393,5085,English,Requirements analysis and negotiation
586,5409,English,Database and ETL developer
586,5409,English,Java developer
586,5409,English,2nd and 3rd Level Supporter
586,5410,English,Software Developer
586,5410,English,Data Warehouse Architect
586,5410,English,Requirements Engineer for the Data Warehouse
586,5411,English,Application Management
586,5411,English,Project Manager
586,5411,English,Scrum Master
586,5411,English,Requirements Engineer
586,5412,English,Database developer
586,5413,English,Consulting for Maintenance
586,5413,English,Defining and Introducing Processes
586,5413,English,Define SLA
586,5414,English,Project Manager
586,5414,English,Scrum Master
586,5415,English,Project Manager
586,5415,English,Application Manager
586,5416,English,Risk Management
586,5416,English,Document Management
735,5417,German,"Leitung, Planung, Durchführung und Überwachung der Gesamtintegrationstests (E2E) inklusive Reporting an das Projektmanagement"
735,5417,German,"Erstellung, Verfolgung, Nacharbeiten und Reporting der Defekts"
735,5418,German,"Leitung, Planung, Durchführung und Überwachung von System Integrationstests, z.T. projektübergreifend, im Bereich Payment"
735,5418,German,Unterstützung der Off-Shore Ressourcen bei der Durchführung der System funktionalen Tests
735,5418,German,"Sicherstellung von Testdokumentation und Fehlermanagement, stufenweise Reporting des Testfortschritts ans Management"
735,5419,German,"Planung, Durchführung und Überwachung von funktionalen sowie Verbund- und Schnittstellentests im Billing Umfeld von Mobilfunknetz der Telekom"
735,5419,German,"Coaching und Unterstützung der Teammitglieder (z.T. Offshore) bei der Erstellung der Testfälle, Testdurchführung und Fehleranalyse"
735,5419,German,Koordination von projektübergreifenden Verbundtests unter Beteiligung der Off-Shore Resourcen
735,5420,German,Design und Implementierung eines Testdatengenerators in VBA zur Erstellung der CSV-File Schnittstellen aus vorgegebenen Excel Fachvorlagen
735,5420,German,"Design, Implementierung und Ausführung der JMeter-Skripte für Last und Performance Tests"
735,5420,German,Kommunikation mit den Projektpartnern innerhalb vom gesamten Telekom Konzern
735,5421,German,Vorbereitung und Durchführung von Unit Tests in JAVA
735,5421,German,Kommunikation mit den Projektmitglieder im internationalen Umfeld
735,5422,German,Entwicklung eines komplexen grafischen Benutzerinterfaces (GUI) auf der Basis eines Eclipse Rich Clients unter Anwendung der Model-View-Controller-Architektur (MVC-Pattern) in JAVA
735,5422,German,Automatische Modellierung und Implementierung der Persistence-Layer (aus Oracle9i-Schemata) mit Hilfe von Hibernates
735,5422,German,Vorbereitung und Durchführung von Unit Tests in JAVA
735,5422,German,Kommunikation mit den Projektmitglieder im internationalen Umfeld
735,5423,German,Modellierung einer relationalen Datenbank für kombinatorischen Molekülbibliotheken in der Biochemie
735,5423,German,Umsetzung der Datenbank in das Oracle Datenbank Management System unter Oracle-SQL sowie PL/SQL und Stored Procedures
735,5423,German,"Entwicklung eines Wrappers zum Import von Daten aus bestehender Software in die entworfene Datenbank in C/C++, JAVA und Python"
735,5423,German,Evaluierung & Test der implementierten Datenbank und des Wrappers
735,5424,German,Entwicklung eines Parsers zum Einlesen von Collector-Informationen im XML Format unter JAVA
735,5424,German,"Entwurf und Realisierung eines Editors zum Einlesen, Anzeigen und Manipulation von Dateien bestimmter CSV-Formate. Die Umsetzung bestand dabei sowohl aus einem Parser, als auch aus GUI Komponenten in JAVA"
735,5424,German,Entwicklung GUI Komponenten und weitere JAVA Klassen zur Berechnung eines optimierten Least-Cost Routings
735,5424,German,Erstellung entsprechender Testklassen (Unit Tests) zur Qualitätssicherung in C/C++ und JAVA
755,5425,German,Komplette Verantwortung für alle Phasen des Entwicklungsprozesses
755,5425,German,Search Engine Optimalisierung
755,5427,German,Information Systeme für kleine bis mittlere Betriebe
52,5429,German,Erstellung Geschäftsklassenmodell
52,5429,German,"Vorbereitung, Durchführung und Debriefing von Contextual Inquiries"
52,5429,German,Erhebung von textuellen funktionalen Anforderungen
52,5429,German,Stellvertretung Projektleitung
52,5429,German,Erarbeitung Schnittstellen-Übersicht zu Umsystemen
52,5429,German,Beschreibung von Use Cases (Anwendungsfällen)
52,5429,German,Erhebung von nichtfunktionalen Anforderungen
52,5429,German,Modellierung IST-Geschäftsprozesse
52,5429,German,Konzeption Schnittstelle zu SAP System
755,5426,German,Maintaining
755,5426,German,Implementierung
755,5426,German,Komplette Verantwortung für alle Phasen des Entwicklungsprozesses
755,5425,German,Entwicklung einer Web Applikation mit hilfe von Microsoft Technologien
533,5434,English,Development
533,5434,English,Design and architecture
533,5434,English,Build Manager
588,4509,English,Professional MVC-HTML-5 Developer
753,5436,English,Implement and insurance the product to accomplish PCI (Payment Card Industry Data Security Standard).
753,5436,English,Improve the performance of exisiting huge T-SQL process.
753,5437,English,Extract and Report Huge Amount of Data with high performance.
753,5437,English,Develope new functionlities.
753,5438,English,Analyse and Develope new functionlaities
753,5438,English,Test
753,5440,English,Setup and deploy new Products.
753,5440,English,Fix issues.
753,5440,English,Sofware development.
753,5441,English,Software Development
601,5443,English,Senior developer
601,5443,English,Analysis documentation. Direct customer contact and requirements analysis.
601,5443,English,Time and cost estimation.
601,5443,English,Technical reference for the team
601,5444,English,Functional analysis and time estimation.
601,5444,English,Development
601,5445,English,Meetings with International Companies
601,5445,English,Research in different projects
601,5445,English,Development of Demos for researched projects
601,5446,English,Development
601,5446,English,Testing
601,5446,English,UI proposals
601,5446,English,Documentation
601,5447,English,Customer meetings
601,5447,English,Task estimation
601,5447,English,Development
601,5447,English,Requirement analysis
601,5447,English,Testing
393,5084,English,"Interdisciplinary, quick understanding"
290,5448,English,Bugfixing
290,5448,English,Develop new features
297,5449,English,Develops new features
297,5449,English,Fix bugs.
290,4844,English,Desktop Application Setup Specialist
596,5450,English,"Development (Server, Unit Testing, UI)"
596,5450,English,Tasks estimation
596,5450,English,Presentation to the customer
297,5451,English,Develop new features
297,5451,English,Fix bugs
297,5451,English,Perform unit tests
297,5451,English,research for proper implementation of third party tools
297,5451,English,Contribute in code reviews
755,5433,German,Entwicklung einer Web Applikation mit hilfe von Microsoft Technologien
755,5433,German,Verantwortung für die Entwicklung Frontends sowie auch Backends des Systems
755,5433,German,Erweiterung bestehender Funktionalität
755,5427,German,Entwicklung eines Document Management Systems für kleineres Betrieb
755,5427,German,Komplette Verantwortung für alle Phasen des Entwicklungsprozesses
755,5427,German,Maintaining
755,5428,German,Komplette Verantwortung für alle Phasen des Entwicklungsprozesses
755,5428,German,Entwicklung anhand vorliegener Analyse und Beschreibung der Architektur
755,5428,German,Maintaining
672,5452,German,Review Projektauftrag
672,5452,German,Review Projektplan
672,5452,German,Erstellen Projektmanagementplan
672,5453,German,Durchführung von Workshops mit Business Analysten aus anderen Projekten und Fachvertretern
672,5453,German,Erhebung von Anforderungen aus Fach und Abhängigkeiten aus anderen Projekten
672,5453,German,"Erstellung der Ergebnisse Systemanforderungen, Geschäftsorganisationskonzept und Einführungskonzept"
672,5453,German,Erfassen und Dokumentation der bestehenden Prozesse
672,5453,German,Modellierung von zukünftigen Prozessen gemäss Absprache mit Fachvertretern
672,5453,German,Erarbeitung des Testkonzepts und Testfällen
735,5424,German,"Realisierung von Funktionalität für die Mediation-, Billing- und CRM Produkte unter C/C++, JAVA und Shell Skripten"
593,5454,English,"User Acceptance, Functional and Regression Test Cases creation via TFS and MSTM"
593,5454,English,Test Plan definition via MSTM
593,5454,English,Manual test execution
593,5454,English,Test Automation using Selenium WebDriver in C# with SCRUM framework
593,5454,English,Test Cases maintenance
593,5454,English,Client support for Test Automation
593,5454,English,Client reporting
593,5454,English,Error detection and documentation via TFS and MSTM
593,5454,English,Bug verification
593,5454,English,Support documentation
593,5454,English,User Stories analysis in search of missing additional requirements
629,5392,English,Perform regression testing
581,5455,English,"Creates, Validates and Execute test Case"
581,5455,English,Updates Test Case
581,5455,English,Bug Retesting
580,4578,English,Execute software tests
581,5457,English,Maintains and updates test cases.
404,4160,English,Creates test cases based from the criteria given in the user story and software requirements specification.
627,5456,English,Effort Tracking
627,5456,English,Daily reporting of project progess/Issues
627,5456,English,Creation of CBT Presentation
627,5456,English,Updating Information
698,5458,English,Project coordination with Business Unit Leader
698,5458,English,Follow up on requirements
698,5458,English,Coordination and training the testers to create solutions
698,5458,English,Status reporting and meeting with client and Project manager
634,5459,English,Develop and enhance the mobile application
634,5459,English,Investigate and fix bugs
634,5459,English,Research and develop iOS features
626,5061,English,"Process the error tickets/tasks on both that ""tool"" and on one another ""tool"""
626,5061,English,"Making instruction to technician regarding how to fix an issue by leaving notes/instructions to them on each ""tools"""
626,5061,English,"Receive error tickects/tasks on a ""tool"" assigned by client's customer service department"
698,5460,English,Status reporting
698,5460,English,Testing Strategy and planning
698,5460,English,Meeting and Sprint planning
698,5460,English,Retrospective
698,5460,English,Client demo and walk through
304,5461,English,Creation of CBT Presentation
304,5461,English,Reporting of progress/issues
293,5462,English,"Migration of richtext blocks, graphics & links"
293,5462,English,Approvals of changes
293,5462,English,Daily reporting of project progress/issues
293,5462,English,Effort tracking
496,5463,English,"Check and migrate texts, images and links"
496,5463,English,Approve changes done in a page
496,5463,English,Report issues found to shoring lead
571,5464,English,Regression Testing
571,5464,English,Functionality Testing
571,5464,English,Test case creation
571,5464,English,Test case validation and execution
571,5464,English,Bug reporting
626,5465,English,Test case creation and validation
626,5465,English,Test execution
626,5465,English,Maintain and update test cases
626,5465,English,Detect and raise bugs
698,5466,English,Sprint Planning
698,5466,English,Oversees the testing strategies and planning
698,5466,English,Coordinates with development team regarding status of application under test.
671,5467,English,Use Xamarin Forms for cross-platform interface based on clients' specifications
671,5467,English,Camera Functions and Photo Editing for app
671,5467,English,Display list of pets and status
571,5468,English,Regression Testing
571,5468,English,Functionality Testing
571,5468,English,Test case creation
571,5468,English,Test case validation and execution
571,5468,English,Bug Reporting
571,5468,English,Exploratory Testing
671,5469,English,Fix iOS Layout and Localization
671,5469,English,Uploading of App in Apple App Store
698,5470,English,Project coordination with Test Manager in ESP
698,5470,English,Manage test team in EPH
698,5470,English,Test Planning and Strategizing
698,5470,English,Testing
293,5471,English,Effort Tracking
293,5471,English,Daily reporting of project progress/Issues
293,5471,English,Creation of CBT Presentation
293,5471,English,Updating Information
736,5479,German,"Beratung und Schulung eines Entwicklungsteams beim Umstieg von einer 4GL-Sprache auf .NET 3,"
736,5479,German,Beratung bei Architektur und Umsetzung der Neuentwicklung einer bestehenden Software für Börsen.
736,5480,German,"Integration eines Output-Management-Systems in das Auftragsverwaltungs system der Versandapotheke,"
736,5480,German,"Diverse Evolutionen des Auftragsverwaltungssystems,"
736,5480,German,"Entwicklung eines Auftrags-Verwaltungssystems für die Versandapotheke mit Dokumenten-Scanning,"
736,5480,German,Workflow-Steuerung und Abbildung pharmazeutischer Prüfungen.
736,5483,German,Einführen einer Continuous Integration Plattform.
736,5484,German,"Firmeneigenes Komponenten-Framework für verteilte Applikationen,"
736,5484,German,"Erweiterungen der Security-Infrastruktur durch Provider für Authentifikation,"
736,5484,German,Autorisation und Profile Management.
201,3646,German,"Erstellen von Project Management Lieferobjekten: Design und Development Plan, Milestone Summary Report, Project Action Log, etc."
201,3646,German,Sicherstellung des Informationsflusses zwischen Teilprojektleiter und Management
201,3646,German,Projekt-Meilenstein-Vorbereitung und Durchführung
201,3646,German,"Konzipieren und Erstellen von Projekt Reporting (Instrument-, System- und Reagenzentwicklung)"
201,3646,German,Prozessaufnahme und -analyse von Lieferprozessen
201,3646,German,Erstellen und managementgerechte Aufbereitung von Präsentationen
736,5487,German,"Basellandschaftliche Gebäudeversicherung: Berater Schulung und Beratung der basellandschaftlichen Gebäudeversicherung beim Aufbau von diversen Webseiten. Weiterführung als Mandat nach Einstellung bei ELCA,"
736,5487,German,"Web-Applikation für Versicherungen für die Abfrage von Halter- und Versicherungsinformationen zu Fahrzeugen,"
736,5487,German,"Studie zum Aufbau eines Web-CMS für die Finanz- und Kirchendirektion,"
736,5487,German,"Adressverwaltung mit Online-Verzeichnis. Integration von drei unabhängigen Datenbanken zu einem System,"
736,5487,German,Dokumenten- und Adressverwaltung mit online Informationssystem für Immigranten.
144,5488,German,Testing
144,5488,German,Koordination Fachbereich und Entwicklung
144,5488,German,Unterstützung Projektleiter
144,5488,German,Definieren der zusätzlichen Anforderungen
144,5488,German,Koordination mit Dienstleister
144,5488,German,Testplanung
144,5488,German,Definieren der Abnahmekriterien
144,5488,German,Spezifikation mit Dienstleister
144,5488,German,Teilnahme und Mitarbeit bei den Sprint Meetings
144,5489,German,Teamkoordination
144,5489,German,Dokumentation
144,5489,German,Analyse
144,5489,German,Präsentation beim Kunden
144,5489,German,Workshops beim Kunden durchführen
144,5489,German,Interviews führen
629,5392,English,Log and re-test bugs
511,5490,English,I-14505
483,5492,English,Contributed to HTML/CSS Styling
483,5493,English,Contributed to HTML5 /CSS styling.
483,5493,English,Inserting new contents and modified.
483,5493,English,Update contents and styles.
483,5494,English,Contributed to HTML5 /CSS styling
483,5494,English,Contributed to JavaScript events and behaviors
483,5495,English,Contribute to HTML5/CSS3 styling
483,5495,English,Inserted new contents and modified.
483,5495,English,Contributed to JavaScript events and behaviors
107,5496,German,Fehleranalyse mit Focus aus Produktqualität und festlegen von Massnahmen zur Steigerung der Qualität.
107,5496,German,Software Architektur für neue Features.
107,5496,German,"Durchführung eines Coding Dojos für Schulung Von Clean Code, SOLID und Refactorings."
107,5496,German,Aufsetzen von neuen Werkzeugen um Continous Integration um automatisiertes Testen zu erweitern.
201,5486,German,Stakeholder Analyse
201,5486,German,Anforderungserhebung und Dokumentation mit BDD
201,5486,German,Projekt Setup
201,5486,German,Unterstüzung der Kommunikation zwischen internationalen Hack Session Teams
201,5486,German,Testing und Bug Tracking
201,5486,German,Firmeninterne Kommunikation
201,5486,German,Design Graphic User Interface
757,5498,English,Implementation of customer requirements
757,5500,English,"development and maintenance of existing solution,"
757,5500,English,"development of CR according to customer requirements,"
757,5500,English,"implementation of new features like multi-tenancy,"
757,5500,English,"implementation of feature for recognizing of DDoS attacks for one supported security token,"
757,5500,English,"coding PL/SQL procedures,"
757,5501,English,"development and maintenance of existing solution,"
757,5501,English,"development of CR according to customer requirements,"
757,5501,English,"implementation of new modules,"
757,5501,English,"bug fixing,"
757,5501,English,"analysis of database model which consists from cca > 1200 DB tables,"
757,5501,English,solving of performance issues related with DB model and optimization of SQL queries.
757,5502,English,"design and implementation of support portal – internal project(SOA approach of development),"
757,5502,English,"development of java plug-ins as a middle layer for Nortel application - implementing WS (WS 2.0, RPC) client side,"
757,5502,English,"design and implementation of new DAO Layer for calling DB store procedure(Spring JDBC),"
757,5502,English,"maintenance - preparing for release and release of application,"
757,5502,English,bug fixing.
758,5508,English,"Prototype implementation,"
758,5511,English,"Prototype implementation,"
25,4191,German,Projektleitung und -begleitung
25,4191,German,Kommunikation und Koordination mit Unternehmensleitung
25,2420,German,Rollout Leitung und Begleitung
25,5513,German,Teamleitung RE Service Team
25,5513,German,Organisation von RE Events
25,5513,German,Teilnahme an RE Events ausserhalb von ERNI
25,5513,German,Kosten- und Aufwandschätzungen seitens RE für Offerten
25,5513,English,Cost and effort estimation on the part of RE for offerings
25,5513,English,Participation in RE events outside of ERNI
25,5513,English,Organization of RE events
25,5513,English,Team Leader RE service team
25,291,English,"Development, monitoring and optimization of SPICE process pilot project for business analysis / requirements engineering"
25,291,English,Stakeholder management
25,291,English,Business analysis
25,291,English,Requirements engineering
25,291,English,All communications entirely in English
25,291,English,"Development of process models for business analysis, requirements engineering and facilitation for project teams (technical, IT, system development)"
25,294,English,Acceptance tests
25,294,English,Business analysis
25,294,English,Stakeholder management (customers and internal)
25,294,English,Development and maintenance of Internet advertising campaigns
25,296,English,Maintenance and optimization of production systems
25,296,English,Make sure of proper tests as well as a transparent and complete documentation in accordance with the applicable standards and directives
25,296,English,Development of system-related data architecture
25,298,English,Simulations
25,292,English,"Development, monitoring and optimization SPICE protoype for business analysis / requirements engineering"
25,2420,English,Rollout management and monitoring
25,2420,English,Change and transition management
25,2420,English,Configuration management
25,2420,English,Stakeholder management
25,2420,English,Business analysis
25,2420,English,"Development, implementation and optimisation of processes for own project as well as across additional projects (development processes, communication, project management, methodology, business analysis processes, testing, roll-out, training and support organization)"
25,2420,English,Multi project management
25,2420,English,Project management professional project (project management and implementation)
25,4191,English,Communication and coordination with general management
25,4191,English,Project management and monitoring
25,4191,English,Representation of the company in external bodies
25,4191,English,Reporting and communication in/to various corporate boards
25,4191,English,Build up of business analysis skills within team
25,4191,English,Building business analysis processes
25,4191,English,Construction of administrative processes
25,4191,English,Team building up
25,4191,English,Team leader
737,5514,German,Überprüfung und Revision des Testkonzepts inkl. Testcases
737,5514,German,Umsetzung der Anpassungen des Testkonzepts auf Jira
737,5514,German,Design und Durchführung von Testcases und Erstellung von Defects
737,5515,German,Leitung eines 4-köpfigen Testteams plus 8 Contractors
737,5515,German,Kundenansprechpartner und Eskalationsstelle bei Problemen
737,5515,German,Führen von Vertragsverhandlungen mit anschliessender Umsetzung der Offerten
737,5515,German,Erstellung von Testkonzepten/Testcases und Zuteilung der Tester auf die einzelnen Teilprojekte sowie Leitung des Offshore Teams in Indien
737,5515,German,Leitung des Defectmanagements sowie der Triagemeetings
737,5515,German,Analyse von Wireshark Netzwerk Captures
737,5516,German,Überprüfung und Revision des Testkonzepts
737,5516,German,Umsetzung der Anpassungen des Testkonzepts auf Jira
737,5516,German,Durchführung von Testcases und Erstellung von Defects
737,5517,German,"Kundenansprechpartner und Eskalationsstelle bei Problemen,"
737,5517,German,"Aufbau und Wartung der Testumgebung sowie Betreuung der Tester bei der Durchführung der Tests für den Bereich IPTV und WebGUI,"
737,5517,German,"Leitung des Defectmanagements sowie der Triagemeetings mit den verschiedenen Kundenabteilungen und Lieferanten,"
737,5517,German,Analyse von Wireshark Netzwerk Captures.
737,5518,German,Betreuung von 4 Contractors während der Testausführung
737,5518,German,Ausführung von technischeren Tests
737,5518,German,Leitung des Defectmanagements für einzelne Teilprojekte
737,5518,German,Analyse von Wireshark Netzwerk Captures
737,5519,German,Leitung eines 5-köpfigen Studententeams als Projektleiter
737,5519,German,Moderation der Meetings mit dem Auftragsgeber
737,5519,German,Reviewmeetings mit Professor durchführen und umsetzen
755,5433,English,Extending the existing functionality
755,5433,English,Responsibility for frontend and backend of the system
755,5433,English,Development of the web application based on Microsoft technologies
755,5425,English,Implementation
755,5425,English,Ddesign
755,5425,English,Analysis
755,5425,English,Deployment
755,5425,English,Search engine optimization
755,5426,English,Maintenance
755,5426,English,Implementation
755,5426,English,Responsibility for all phases of the development process
755,5427,English,Analysis
755,5427,English,Maintenance
755,5427,English,Complete responsibility for whole development process and all phases
755,5427,English,Development of document management system for small companies
755,5428,English,Maintenance
755,5428,English,Preparation and documentation of the architecture
755,5428,English,Responsibility for all phases of the software development
602,5520,English,"Development (UI, IIS)"
602,5520,English,Tasks estimation
602,5520,English,Presentation to the customer
708,5521,German,Front-End Optimierung
708,5521,German,Test und Review
